BSSIDLabel,RSSLabel,SSIDLabel,finLabel
60:0b:03:0e:29:b0,-84,HUST_WIRELESS,40
0e:69:6c:0a:bf:be,-65,HUST_WIRELESS_AUTO,40
4a:69:6c:07:85:77,-86,HUST_WIRELESS_AUTO,40
06:69:6c:0b:1f:1e,-61,HUST_WIRELESS,41
14:75:90:a5:bd:60,-66,hustac517,41
4a:69:6c:07:a1:e7,-57,HUST_WIRELESS_AUTO,41
4c:e6:76:c9:fc:00,-73,HongboJiangOffice,41
d8:eb:97:23:da:5b,-85,dri,41
4a:69:6c:07:a1:e5,-57,HUST_WIRELESS,41
20:16:d8:c3:00:a5,-91,hzx,41
d4:ee:07:50:f1:3c,-71,HiWiFi_50F13C,41
70:77:81:86:b3:d6,-88,HP-Print-d6-LaserJet Pro M202dw,41
2a:69:6c:05:c5:23,-79,HUST_WIRELESS,41
2a:69:6c:05:c5:25,-79,HUST_WIRELESS_AUTO,41
00:87:36:31:8a:51,-82,取个啥名字好呢,41
60:67:20:ac:b3:51,-77,SWIFI,41
6a:69:6c:05:c3:09,-76,HUST_WIRELESS_AUTO,41
6a:69:6c:05:c3:07,-77,HUST_WIRELESS,41
0e:69:6c:0a:bf:be,-71,HUST_WIRELESS_AUTO,41
60:0b:03:0e:29:b1,-83,HUST_WIRELESS_AUTO,41
06:69:6c:0a:bf:be,-71,HUST_WIRELESS,41
60:0b:03:0e:29:b0,-83,HUST_WIRELESS,41
60:0b:03:09:08:31,-83,HUST_WIRELESS_AUTO,41
12:08:b1:d4:37:6d,-76,Taylor Hye,41
60:0b:03:09:08:30,-82,HUST_WIRELESS,41
ba:69:6c:07:a0:de,-92,HUST_WIRELESS_AUTO,41
aa:69:6c:07:90:fb,-88,HUST_WIRELESS,41
02:87:33:09:3d:2c,-85,Breeze,41
08:57:00:93:00:26,-89,liuLieBaoWiFi,41
0e:69:6c:0b:1f:1e,-61,HUST_WIRELESS_AUTO,41
60:0b:03:0e:2b:b1,-80,HUST_WIRELESS_AUTO,41
60:0b:03:0e:2b:b0,-80,HUST_WIRELESS,41
ea:69:6c:07:92:4f,-85,HUST_WIRELESS,41
00:0f:e2:db:26:20,-93,ChinaNet,41
e8:4e:06:2d:cc:54,-70,长按电源键即可连入,41
64:d9:54:66:c5:65,-76,Baidu7107,41
88:25:93:58:06:63,-81,TP-LINK_580663,41
7c:d1:c3:76:79:fa,-86,ADESKTOP-ELSA6EU,41
00:0f:e2:a1:97:c0,-85,ChinaNet,41
06:69:6c:0b:1f:1e,-54,HUST_WIRELESS,42
14:75:90:a5:bd:60,-65,hustac517,42
4a:69:6c:07:a1:e7,-60,HUST_WIRELESS_AUTO,42
4c:e6:76:c9:fc:00,-63,HongboJiangOffice,42
d8:eb:97:23:da:5b,-85,dri,42
4a:69:6c:07:a1:e5,-61,HUST_WIRELESS,42
20:16:d8:c3:00:a5,-86,hzx,42
d4:ee:07:50:f1:3c,-66,HiWiFi_50F13C,42
70:77:81:86:b3:d6,-74,HP-Print-d6-LaserJet Pro M202dw,42
7c:d1:c3:76:79:fa,-83,ADESKTOP-ELSA6EU,42
00:0f:e2:a1:97:c0,-79,ChinaNet,42
2a:69:6c:05:c5:23,-83,HUST_WIRELESS,42
e8:4e:06:2d:cc:54,-69,长按电源键即可连入,42
0e:69:6c:0b:1f:1e,-54,HUST_WIRELESS_AUTO,42
0e:69:6c:0a:bf:be,-67,HUST_WIRELESS_AUTO,42
5a:69:6c:07:87:e8,-89,HUST_WIRELESS_AUTO,42
5a:69:6c:07:87:e6,-89,HUST_WIRELESS,42
4a:69:6c:07:85:77,-81,HUST_WIRELESS_AUTO,42
20:dc:e6:8a:d1:a2,-86,WQ-20170217BIDU_Network,42
2a:69:6c:05:c5:25,-83,HUST_WIRELESS_AUTO,42
6a:69:6c:05:c3:09,-87,HUST_WIRELESS_AUTO,42
06:69:6c:0a:bf:be,-67,HUST_WIRELESS,42
10:6f:3f:38:9b:89,-90,dd-wrt,42
60:67:20:ac:b3:51,-79,SWIFI,42
00:87:36:31:8a:51,-80,取个啥名字好呢,42
00:0f:e2:db:25:20,-83,ChinaNet,42
64:d9:54:66:c5:65,-82,Baidu7107,42
08:57:00:93:00:26,-89,liuLieBaoWiFi,42
c8:3a:35:22:ad:91,-93,HC5761,42
6a:69:6c:05:c3:07,-89,HUST_WIRELESS,42
88:25:93:58:06:63,-83,TP-LINK_580663,42
34:96:72:07:30:96,-88,TP-LINK_3096,42
aa:69:6c:07:90:fd,-90,HUST_WIRELESS_AUTO,42
48:8a:d2:30:9f:20,-91,LieBaoWiFi357,42
60:0b:03:09:08:31,-85,HUST_WIRELESS_AUTO,42
06:69:6c:0b:1f:1e,-59,HUST_WIRELESS,43
14:75:90:a5:bd:60,-67,hustac517,43
4a:69:6c:07:a1:e7,-53,HUST_WIRELESS_AUTO,43
4c:e6:76:c9:fc:00,-77,HongboJiangOffice,43
d8:eb:97:23:da:5b,-87,dri,43
4a:69:6c:07:a1:e5,-53,HUST_WIRELESS,43
20:16:d8:c3:00:a5,-80,hzx,43
d4:ee:07:50:f1:3c,-66,HiWiFi_50F13C,43
70:77:81:86:b3:d6,-82,HP-Print-d6-LaserJet Pro M202dw,43
2a:69:6c:05:c5:23,-87,HUST_WIRELESS,43
2a:69:6c:05:c5:25,-86,HUST_WIRELESS_AUTO,43
00:87:36:31:8a:51,-74,取个啥名字好呢,43
0e:69:6c:0b:1f:1e,-58,HUST_WIRELESS_AUTO,43
e8:4e:06:2d:cc:54,-66,长按电源键即可连入,43
6a:69:6c:05:c3:09,-83,HUST_WIRELESS_AUTO,43
6a:69:6c:05:c3:07,-82,HUST_WIRELESS,43
7c:d1:c3:76:79:fa,-84,ADESKTOP-ELSA6EU,43
88:25:93:58:06:63,-88,TP-LINK_580663,43
48:3c:0c:eb:e4:6c,-90,lion,43
ba:69:6c:07:a0:de,-91,HUST_WIRELESS_AUTO,43
ba:69:6c:07:a0:dc,-93,HUST_WIRELESS,43
0e:69:6c:0a:bf:be,-77,HUST_WIRELESS_AUTO,43
12:08:b1:d4:37:6d,-86,Taylor Hye,43
20:dc:e6:8a:d1:a2,-87,WQ-20170217BIDU_Network,43
3a:69:6c:07:83:f6,-91,HUST_WIRELESS_AUTO,43
06:69:6c:0a:bf:be,-77,HUST_WIRELESS,43
00:0f:e2:a1:97:c0,-87,ChinaNet,43
3a:69:6c:07:83:f4,-91,HUST_WIRELESS,43
2a:69:6c:07:9e:45,-86,HUST_WIRELESS_AUTO,43
08:57:00:93:00:26,-86,liuLieBaoWiFi,43
02:87:33:09:3d:2c,-87,Breeze,43
64:d9:54:66:c5:65,-88,Baidu7107,43
4a:69:6c:07:85:77,-91,HUST_WIRELESS_AUTO,43
fa:69:6c:07:93:22,-92,HUST_WIRELESS_AUTO,43
60:0b:03:09:08:30,-81,HUST_WIRELESS,43
06:69:6c:0b:1f:1e,-58,HUST_WIRELESS,44
14:75:90:a5:bd:60,-72,hustac517,44
4a:69:6c:07:a1:e7,-55,HUST_WIRELESS_AUTO,44
4c:e6:76:c9:fc:00,-70,HongboJiangOffice,44
d8:eb:97:23:da:5b,-90,dri,44
4a:69:6c:07:a1:e5,-56,HUST_WIRELESS,44
20:16:d8:c3:00:a5,-75,hzx,44
d4:ee:07:50:f1:3c,-63,HiWiFi_50F13C,44
70:77:81:86:b3:d6,-78,HP-Print-d6-LaserJet Pro M202dw,44
0e:69:6c:0b:1f:1e,-61,HUST_WIRELESS_AUTO,44
6a:69:6c:05:c3:09,-84,HUST_WIRELESS_AUTO,44
6a:69:6c:05:c3:07,-84,HUST_WIRELESS,44
00:0f:e2:a1:97:c0,-85,ChinaNet,44
e8:4e:06:2d:cc:54,-71,长按电源键即可连入,44
12:08:b1:d4:37:6d,-77,Taylor Hye,44
00:0f:e2:db:26:20,-91,ChinaNet,44
60:0b:03:09:08:30,-84,HUST_WIRELESS,44
7c:d1:c3:76:79:fa,-84,ADESKTOP-ELSA6EU,44
08:57:00:93:00:26,-92,liuLieBaoWiFi,44
60:0b:03:09:08:31,-84,HUST_WIRELESS_AUTO,44
02:87:33:09:3d:2c,-85,Breeze,44
2a:69:6c:07:9e:43,-84,HUST_WIRELESS,44
64:d9:54:66:c5:65,-74,Baidu7107,44
00:87:36:31:8a:51,-85,取个啥名字好呢,44
00:0f:e2:db:25:20,-72,ChinaNet,44
60:67:20:ac:b3:51,-72,SWIFI,44
60:0b:03:0e:2b:b1,-86,HUST_WIRELESS_AUTO,44
0e:69:6c:0a:bf:be,-78,HUST_WIRELESS_AUTO,44
2a:69:6c:05:c5:25,-84,HUST_WIRELESS_AUTO,44
2a:69:6c:07:9e:45,-87,HUST_WIRELESS_AUTO,44
7a:69:6c:07:96:7a,-94,HUST_WIRELESS_AUTO,44
06:69:6c:0a:bf:be,-78,HUST_WIRELESS,44
2a:69:6c:05:c5:23,-83,HUST_WIRELESS,44
06:69:6c:0b:1f:1e,-54,HUST_WIRELESS,45
14:75:90:a5:bd:60,-69,hustac517,45
4a:69:6c:07:a1:e7,-65,HUST_WIRELESS_AUTO,45
4c:e6:76:c9:fc:00,-72,HongboJiangOffice,45
d8:eb:97:23:da:5b,-83,dri,45
4a:69:6c:07:a1:e5,-66,HUST_WIRELESS,45
20:16:d8:c3:00:a5,-77,hzx,45
d4:ee:07:50:f1:3c,-65,HiWiFi_50F13C,45
70:77:81:86:b3:d6,-74,HP-Print-d6-LaserJet Pro M202dw,45
0e:69:6c:0b:1f:1e,-55,HUST_WIRELESS_AUTO,45
e8:4e:06:2d:cc:54,-69,长按电源键即可连入,45
7c:d1:c3:76:79:fa,-85,ADESKTOP-ELSA6EU,45
2a:69:6c:05:c5:25,-84,HUST_WIRELESS_AUTO,45
2a:69:6c:05:c5:23,-85,HUST_WIRELESS,45
60:0b:03:09:08:31,-83,HUST_WIRELESS_AUTO,45
0e:69:6c:0a:bf:be,-72,HUST_WIRELESS_AUTO,45
00:0f:e2:a1:97:c0,-78,ChinaNet,45
60:67:20:ac:b3:51,-77,SWIFI,45
20:dc:e6:8a:d1:a2,-88,WQ-20170217BIDU_Network,45
00:0f:e2:db:25:20,-73,ChinaNet,45
12:08:b1:d4:37:6d,-80,Taylor Hye,45
02:87:33:09:3d:2c,-85,Breeze,45
2a:69:6c:07:9e:45,-85,HUST_WIRELESS_AUTO,45
48:3c:0c:eb:e4:6c,-90,lion,45
00:87:36:31:8a:51,-73,取个啥名字好呢,45
60:0b:03:0e:2b:b1,-83,HUST_WIRELESS_AUTO,45
0e:69:6c:0a:bf:7a,-87,HUST_WIRELESS_AUTO,45
60:0b:03:0e:2b:b0,-83,HUST_WIRELESS,45
60:0b:03:0e:29:b0,-87,HUST_WIRELESS,45
08:57:00:93:00:26,-87,liuLieBaoWiFi,45
5a:69:6c:07:87:e8,-91,HUST_WIRELESS_AUTO,45
c8:3a:35:22:ad:91,-95,HC5761,45
5a:69:6c:07:87:e6,-91,HUST_WIRELESS,45
06:69:6c:0b:1f:1e,-55,HUST_WIRELESS,46
14:75:90:a5:bd:60,-66,hustac517,46
4a:69:6c:07:a1:e7,-59,HUST_WIRELESS_AUTO,46
4c:e6:76:c9:fc:00,-65,HongboJiangOffice,46
4a:69:6c:07:a1:e5,-60,HUST_WIRELESS,46
d4:ee:07:50:f1:3c,-71,HiWiFi_50F13C,46
0e:69:6c:0b:1f:1e,-54,HUST_WIRELESS_AUTO,46
70:77:81:86:b3:d6,-84,HP-Print-d6-LaserJet Pro M202dw,46
20:16:d8:c3:00:a5,-86,hzx,46
60:0b:03:09:08:31,-78,HUST_WIRELESS_AUTO,46
60:0b:03:09:08:30,-79,HUST_WIRELESS,46
2a:69:6c:05:c5:23,-85,HUST_WIRELESS,46
2a:69:6c:05:c5:25,-86,HUST_WIRELESS_AUTO,46
00:0f:e2:a1:97:c0,-86,ChinaNet,46
88:25:93:58:06:63,-88,TP-LINK_580663,46
60:67:20:ac:b3:51,-71,SWIFI,46
00:87:36:31:8a:51,-80,取个啥名字好呢,46
2a:69:6c:07:9e:43,-82,HUST_WIRELESS,46
60:0b:03:0e:2b:b1,-75,HUST_WIRELESS_AUTO,46
60:0b:03:0e:2b:b0,-76,HUST_WIRELESS,46
00:0f:e2:db:25:20,-79,ChinaNet,46
e8:4e:06:2d:cc:54,-60,长按电源键即可连入,46
ba:69:6c:07:a0:de,-89,HUST_WIRELESS_AUTO,46
28:6c:07:c3:b0:c7,-90,xiao,46
fa:69:6c:07:93:22,-92,HUST_WIRELESS_AUTO,46
4a:69:6c:07:85:75,-91,HUST_WIRELESS,46
12:08:b1:d4:37:6d,-81,Taylor Hye,46
d8:eb:97:23:da:5b,-92,dri,46
60:0b:03:0e:29:b0,-81,HUST_WIRELESS,46
06:69:6c:0b:1f:1e,-63,HUST_WIRELESS,47
14:75:90:a5:bd:60,-61,hustac517,47
4a:69:6c:07:a1:e7,-57,HUST_WIRELESS_AUTO,47
4c:e6:76:c9:fc:00,-75,HongboJiangOffice,47
4a:69:6c:07:a1:e5,-58,HUST_WIRELESS,47
d4:ee:07:50:f1:3c,-74,HiWiFi_50F13C,47
2a:69:6c:05:c5:23,-76,HUST_WIRELESS,47
0e:69:6c:0b:1f:1e,-63,HUST_WIRELESS_AUTO,47
70:77:81:86:b3:d6,-82,HP-Print-d6-LaserJet Pro M202dw,47
20:16:d8:c3:00:a5,-80,hzx,47
e8:4e:06:2d:cc:54,-69,长按电源键即可连入,47
7c:d1:c3:76:79:fa,-87,ADESKTOP-ELSA6EU,47
d8:eb:97:23:da:5b,-85,dri,47
0e:69:6c:0a:bf:be,-72,HUST_WIRELESS_AUTO,47
00:0f:e2:a1:97:c0,-81,ChinaNet,47
12:08:b1:d4:37:6d,-78,Taylor Hye,47
60:0b:03:09:08:31,-80,HUST_WIRELESS_AUTO,47
64:d9:54:66:c5:65,-80,Baidu7107,47
06:69:6c:0a:bf:be,-72,HUST_WIRELESS,47
60:0b:03:09:08:30,-80,HUST_WIRELESS,47
60:0b:03:0e:29:b0,-84,HUST_WIRELESS,47
2a:69:6c:05:c5:25,-75,HUST_WIRELESS_AUTO,47
20:dc:e6:8a:d1:a2,-81,WQ-20170217BIDU_Network,47
5a:69:6c:07:87:e6,-93,HUST_WIRELESS,47
00:87:36:31:8a:51,-79,取个啥名字好呢,47
6a:69:6c:05:c3:09,-89,HUST_WIRELESS_AUTO,47
6a:69:6c:05:c3:07,-89,HUST_WIRELESS,47
06:69:6c:0b:1f:1e,-52,HUST_WIRELESS,48
14:75:90:a5:bd:60,-60,hustac517,48
4a:69:6c:07:a1:e7,-71,HUST_WIRELESS_AUTO,48
4c:e6:76:c9:fc:00,-67,HongboJiangOffice,48
d8:eb:97:23:da:5b,-87,dri,48
4a:69:6c:07:a1:e5,-73,HUST_WIRELESS,48
20:16:d8:c3:00:a5,-80,hzx,48
d4:ee:07:50:f1:3c,-65,HiWiFi_50F13C,48
70:77:81:86:b3:d6,-78,HP-Print-d6-LaserJet Pro M202dw,48
e8:4e:06:2d:cc:54,-79,长按电源键即可连入,48
2a:69:6c:05:c5:23,-84,HUST_WIRELESS,48
00:87:36:31:8a:51,-76,取个啥名字好呢,48
5a:69:6c:07:87:e6,-86,HUST_WIRELESS,48
0e:69:6c:0b:1f:1e,-53,HUST_WIRELESS_AUTO,48
5a:69:6c:07:87:e8,-86,HUST_WIRELESS_AUTO,48
00:0f:e2:db:25:20,-70,ChinaNet,48
2a:69:6c:05:c5:25,-83,HUST_WIRELESS_AUTO,48
34:96:72:07:30:96,-89,TP-LINK_3096,48
7a:69:6c:07:a0:78,-88,HUST_WIRELESS,48
60:0b:03:0e:29:b1,-81,HUST_WIRELESS_AUTO,48
08:57:00:93:00:26,-90,liuLieBaoWiFi,48
60:0b:03:0e:29:b0,-80,HUST_WIRELESS,48
64:d9:54:66:c5:65,-80,Baidu7107,48
00:0f:e2:a1:97:c0,-74,ChinaNet,48
60:0b:03:09:08:31,-83,HUST_WIRELESS_AUTO,48
48:3c:0c:eb:e4:6c,-90,lion,48
80:89:17:97:28:5e,-91,laopopo,48
60:0b:03:09:08:30,-83,HUST_WIRELESS,48
10:6f:3f:38:9b:89,-87,dd-wrt,48
0e:69:6c:0a:bf:be,-75,HUST_WIRELESS_AUTO,48
7c:d1:c3:76:79:fa,-88,ADESKTOP-ELSA6EU,48
02:87:33:09:3d:2c,-92,Breeze,48
06:69:6c:0a:bf:be,-75,HUST_WIRELESS,48
06:69:6c:0a:bf:7a,-88,HUST_WIRELESS,48
00:0f:e2:db:26:20,-93,ChinaNet,48
fa:69:6c:07:96:e0,-93,HUST_WIRELESS,48
06:69:6c:0b:1f:1e,-52,HUST_WIRELESS,49
14:75:90:a5:bd:60,-65,hustac517,49
4a:69:6c:07:a1:e7,-57,HUST_WIRELESS_AUTO,49
4c:e6:76:c9:fc:00,-71,HongboJiangOffice,49
4a:69:6c:07:a1:e5,-59,HUST_WIRELESS,49
d4:ee:07:50:f1:3c,-71,HiWiFi_50F13C,49
70:77:81:86:b3:d6,-81,HP-Print-d6-LaserJet Pro M202dw,49
20:16:d8:c3:00:a5,-79,hzx,49
e8:4e:06:2d:cc:54,-73,长按电源键即可连入,49
d8:eb:97:23:da:5b,-87,dri,49
60:0b:03:0e:29:b0,-82,HUST_WIRELESS,49
06:69:6c:0a:bf:be,-75,HUST_WIRELESS,49
60:0b:03:09:08:31,-77,HUST_WIRELESS_AUTO,49
60:0b:03:09:08:30,-77,HUST_WIRELESS,49
2a:69:6c:05:c5:25,-80,HUST_WIRELESS_AUTO,49
08:57:00:93:00:26,-89,liuLieBaoWiFi,49
2a:69:6c:05:c5:23,-80,HUST_WIRELESS,49
0e:69:6c:0b:1f:1e,-52,HUST_WIRELESS_AUTO,49
00:0f:e2:db:25:20,-71,ChinaNet,49
60:0b:03:0e:29:b1,-82,HUST_WIRELESS_AUTO,49
34:96:72:07:30:96,-88,TP-LINK_3096,49
00:87:36:31:8a:51,-90,取个啥名字好呢,49
02:87:33:09:3d:2c,-85,Breeze,49
f4:83:cd:b3:c4:0d,-89,TP-LINK_C40D,49
5a:69:6c:07:87:e8,-92,HUST_WIRELESS_AUTO,49
60:0b:03:0e:2b:b0,-79,HUST_WIRELESS,49
5a:69:6c:07:87:e6,-93,HUST_WIRELESS,49
7c:d1:c3:76:79:fa,-87,ADESKTOP-ELSA6EU,49
74:25:8a:44:f1:f1,-91,HUST_WIRELESS_AUTO,49
48:3c:0c:eb:e4:6c,-91,lion,49
74:25:8a:44:f1:f0,-92,HUST_WIRELESS,49
06:69:6c:0b:1f:1e,-54,HUST_WIRELESS,50
14:75:90:a5:bd:60,-62,hustac517,50
4a:69:6c:07:a1:e7,-61,HUST_WIRELESS_AUTO,50
4c:e6:76:c9:fc:00,-69,HongboJiangOffice,50
4a:69:6c:07:a1:e5,-62,HUST_WIRELESS,50
d4:ee:07:50:f1:3c,-71,HiWiFi_50F13C,50
70:77:81:86:b3:d6,-79,HP-Print-d6-LaserJet Pro M202dw,50
20:16:d8:c3:00:a5,-72,hzx,50
e8:4e:06:2d:cc:54,-66,长按电源键即可连入,50
d8:eb:97:23:da:5b,-85,dri,50
0e:69:6c:0b:1f:1e,-54,HUST_WIRELESS_AUTO,50
00:87:36:31:8a:51,-78,取个啥名字好呢,50
2a:69:6c:05:c5:25,-80,HUST_WIRELESS_AUTO,50
2a:69:6c:05:c5:23,-81,HUST_WIRELESS,50
5a:69:6c:07:87:e8,-87,HUST_WIRELESS_AUTO,50
5a:69:6c:07:87:e6,-87,HUST_WIRELESS,50
20:dc:e6:8a:d1:a2,-88,WQ-20170217BIDU_Network,50
64:d9:54:66:c5:65,-79,Baidu7107,50
02:87:33:09:3d:2c,-87,Breeze,50
60:0b:03:0e:29:b1,-79,HUST_WIRELESS_AUTO,50
60:67:20:ac:b3:51,-77,SWIFI,50
0e:69:6c:0a:bf:be,-75,HUST_WIRELESS_AUTO,50
60:0b:03:09:08:31,-80,HUST_WIRELESS_AUTO,50
06:69:6c:0a:bf:be,-76,HUST_WIRELESS,50
60:0b:03:09:08:30,-81,HUST_WIRELESS,50
12:08:b1:d4:37:6d,-80,Taylor Hye,50
08:57:00:93:00:26,-90,liuLieBaoWiFi,50
fa:69:6c:07:93:22,-91,HUST_WIRELESS_AUTO,50
2a:69:6c:07:a0:75,-94,HUST_WIRELESS_AUTO,50
00:0f:e2:db:25:20,-72,ChinaNet,50
60:0b:03:0e:29:b0,-79,HUST_WIRELESS,50
00:0f:e2:a1:97:c0,-80,ChinaNet,50
38:22:d6:aa:15:30,-91,ChinaNet,50
7c:d1:c3:76:79:fa,-81,ADESKTOP-ELSA6EU,50
0e:69:6c:0b:1b:be,-88,HUST_WIRELESS_AUTO,50
06:69:6c:0b:1b:be,-88,HUST_WIRELESS,50
06:69:6c:0b:1f:1e,-57,HUST_WIRELESS,51
14:75:90:a5:bd:60,-66,hustac517,51
4a:69:6c:07:a1:e7,-69,HUST_WIRELESS_AUTO,51
4c:e6:76:c9:fc:00,-71,HongboJiangOffice,51
4a:69:6c:07:a1:e5,-68,HUST_WIRELESS,51
d4:ee:07:50:f1:3c,-72,HiWiFi_50F13C,51
70:77:81:86:b3:d6,-80,HP-Print-d6-LaserJet Pro M202dw,51
20:16:d8:c3:00:a5,-76,hzx,51
2a:69:6c:05:c5:23,-79,HUST_WIRELESS,51
60:0b:03:09:08:30,-83,HUST_WIRELESS,51
0e:69:6c:0b:1f:1e,-56,HUST_WIRELESS_AUTO,51
d8:eb:97:23:da:5b,-83,dri,51
60:0b:03:09:08:31,-84,HUST_WIRELESS_AUTO,51
2a:69:6c:05:c5:25,-77,HUST_WIRELESS_AUTO,51
e8:4e:06:2d:cc:54,-72,长按电源键即可连入,51
02:87:33:09:3d:2c,-85,Breeze,51
00:0f:e2:a1:97:c0,-87,ChinaNet,51
06:69:6c:0a:bf:be,-81,HUST_WIRELESS,51
88:25:93:58:06:63,-88,TP-LINK_580663,51
6a:69:6c:05:c3:09,-89,HUST_WIRELESS_AUTO,51
60:67:20:ac:b3:51,-75,SWIFI,51
0e:69:6c:0a:bf:be,-81,HUST_WIRELESS_AUTO,51
7c:d1:c3:76:79:fa,-85,ADESKTOP-ELSA6EU,51
0e:69:6c:0a:bf:7a,-89,HUST_WIRELESS_AUTO,51
d0:fa:1d:c1:ad:cf,-82,360行车记录仪-ADCF,51
06:69:6c:0a:bf:7a,-88,HUST_WIRELESS,51
64:d9:54:66:c5:65,-81,Baidu7107,51
ea:69:6c:07:92:41,-92,HUST_WIRELESS_AUTO,51
20:dc:e6:8a:d1:a2,-84,WQ-20170217BIDU_Network,51
12:08:b1:d4:37:6d,-86,Taylor Hye,51
00:0f:e2:db:25:20,-79,ChinaNet,51
60:0b:03:0e:29:b0,-84,HUST_WIRELESS,51
60:0b:03:0e:29:b1,-83,HUST_WIRELESS_AUTO,51
4a:69:6c:07:85:77,-88,HUST_WIRELESS_AUTO,51
28:6c:07:c3:b0:c7,-94,xiao,51
06:69:6c:0b:1f:1e,-58,HUST_WIRELESS,52
14:75:90:a5:bd:60,-65,hustac517,52
4a:69:6c:07:a1:e7,-57,HUST_WIRELESS_AUTO,52
4c:e6:76:c9:fc:00,-72,HongboJiangOffice,52
4a:69:6c:07:a1:e5,-57,HUST_WIRELESS,52
d4:ee:07:50:f1:3c,-65,HiWiFi_50F13C,52
70:77:81:86:b3:d6,-75,HP-Print-d6-LaserJet Pro M202dw,52
20:16:d8:c3:00:a5,-73,hzx,52
2a:69:6c:05:c5:23,-90,HUST_WIRELESS,52
e8:4e:06:2d:cc:54,-69,长按电源键即可连入,52
60:0b:03:09:08:30,-81,HUST_WIRELESS,52
0e:69:6c:0b:1f:1e,-64,HUST_WIRELESS_AUTO,52
88:25:93:58:06:63,-92,TP-LINK_580663,52
0e:69:6c:0a:bf:be,-76,HUST_WIRELESS_AUTO,52
06:69:6c:0a:bf:be,-76,HUST_WIRELESS,52
d8:eb:97:23:da:5b,-91,dri,52
ba:69:6c:07:a0:de,-93,HUST_WIRELESS_AUTO,52
ba:69:6c:07:a0:dc,-92,HUST_WIRELESS,52
02:87:33:09:3d:2c,-79,Breeze,52
00:87:36:31:8a:51,-80,取个啥名字好呢,52
60:0b:03:09:08:31,-80,HUST_WIRELESS_AUTO,52
7a:69:6c:07:a0:7a,-91,HUST_WIRELESS_AUTO,52
7a:69:6c:07:a0:78,-90,HUST_WIRELESS,52
60:67:20:ac:b3:51,-78,SWIFI,52
12:08:b1:d4:37:6d,-79,Taylor Hye,52
64:d9:54:66:c5:65,-85,Baidu7107,52
00:0f:e2:db:25:20,-73,ChinaNet,52
08:57:00:93:00:26,-89,liuLieBaoWiFi,52
5a:69:6c:07:87:e8,-90,HUST_WIRELESS_AUTO,52
5a:69:6c:07:87:e6,-91,HUST_WIRELESS,52
06:69:6c:0b:1f:1e,-51,HUST_WIRELESS,53
14:75:90:a5:bd:60,-61,hustac517,53
4a:69:6c:07:a1:e7,-70,HUST_WIRELESS_AUTO,53
4c:e6:76:c9:fc:00,-74,HongboJiangOffice,53
4a:69:6c:07:a1:e5,-71,HUST_WIRELESS,53
d4:ee:07:50:f1:3c,-62,HiWiFi_50F13C,53
70:77:81:86:b3:d6,-84,HP-Print-d6-LaserJet Pro M202dw,53
20:16:d8:c3:00:a5,-74,hzx,53
0e:69:6c:0b:1f:1e,-52,HUST_WIRELESS_AUTO,53
00:0f:e2:db:25:20,-72,ChinaNet,53
2a:69:6c:05:c5:25,-83,HUST_WIRELESS_AUTO,53
2a:69:6c:05:c5:23,-82,HUST_WIRELESS,53
0e:69:6c:0a:bf:be,-82,HUST_WIRELESS_AUTO,53
06:69:6c:0a:bf:be,-82,HUST_WIRELESS,53
0e:69:6c:0b:1b:be,-88,HUST_WIRELESS_AUTO,53
48:3c:0c:eb:e4:6c,-93,lion,53
06:69:6c:0b:1b:be,-88,HUST_WIRELESS,53
fa:69:6c:07:93:22,-91,HUST_WIRELESS_AUTO,53
d8:eb:97:23:da:5b,-88,dri,53
10:6f:3f:38:9b:89,-91,dd-wrt,53
60:67:20:ac:b3:51,-80,SWIFI,53
20:dc:e6:8a:d1:a2,-79,WQ-20170217BIDU_Network,53
60:0b:03:0e:2b:b1,-83,HUST_WIRELESS_AUTO,53
12:08:b1:d4:37:6d,-83,Taylor Hye,53
60:0b:03:0e:29:b1,-84,HUST_WIRELESS_AUTO,53
60:0b:03:09:08:31,-86,HUST_WIRELESS_AUTO,53
60:0b:03:0e:29:b0,-85,HUST_WIRELESS,53
60:0b:03:0e:2b:b0,-83,HUST_WIRELESS,53
e8:4e:06:2d:cc:54,-76,长按电源键即可连入,53
5a:69:6c:07:87:e8,-87,HUST_WIRELESS_AUTO,53
08:57:00:93:00:26,-90,liuLieBaoWiFi,53
00:0f:e2:a1:97:c0,-82,ChinaNet,53
60:0b:03:09:08:30,-86,HUST_WIRELESS,53
5a:69:6c:07:87:e6,-87,HUST_WIRELESS,53
fa:69:6c:07:93:20,-91,HUST_WIRELESS,53
38:22:d6:aa:15:30,-93,ChinaNet,53
06:69:6c:0a:bf:02,-51,HUST_WIRELESS,54
4a:69:6c:07:a1:e7,-78,HUST_WIRELESS_AUTO,54
88:25:93:58:06:63,-78,TP-LINK_580663,54
4a:69:6c:07:a1:e5,-79,HUST_WIRELESS,54
2a:69:6c:05:c5:23,-64,HUST_WIRELESS,54
2a:69:6c:05:c5:25,-64,HUST_WIRELESS_AUTO,54
00:0f:e2:db:26:20,-57,ChinaNet,54
00:87:46:20:fb:02,-73,360WiFi-FB02,54
6a:69:6c:05:c3:09,-87,HUST_WIRELESS_AUTO,54
b0:d5:9d:8c:2d:b1,-78,360免费WiFi-B1,54
6a:69:6c:05:c3:07,-87,HUST_WIRELESS,54
